filename,labware_class,labware_subclass,manufacturer,total_positions,rows,columns,orientation,well_max_volume_ul,well_depth_mm,well_bottom_shape,well_top_shape,well_dx_mm,well_dy_mm,well_spacing_dx_mm,well_spacing_dy_mm,rack_dx_mm,rack_dy_mm,rack_dz_mm,stack_height_mm,connected_container,clld_capable,container_file,display_name,description,category_ids,category_names,vendor_folder,relative_path,data_type,read_only,file_type
Car24_Cup17x95.rck,tube_rack,17x95,Hamilton,24,24,1,n/a,14265.2,93.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_17x95.ctr,Car24_Cup17x95.rck,,,,ML_STAR,ML_STAR/Car24_Cup17x95.rck,2,Yes,rck
Car24_Vial17x50.rck,tube_rack,vial,Hamilton,24,24,1,n/a,8305.6,47.0,flat,round,15.0,15.0,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\vial_17x50.ctr,Car24_Vial17x50.rck,,,,ML_STAR,ML_STAR/Car24_Vial17x50.rck,-1,Yes,rck
Car32_Cup12x100.rck,tube_rack,12x100,Hamilton,32,32,1,n/a,6963.3,98.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_12x100.ctr,Car32_Cup12x100.rck,,,,ML_STAR,ML_STAR/Car32_Cup12x100.rck,2,Yes,rck
Car32_Cup12x75.rck,tube_rack,12x75,Hamilton,32,32,1,n/a,5172.1,73.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_12x75.ctr,Car32_Cup12x75.rck,,,,ML_STAR,ML_STAR/Car32_Cup12x75.rck,2,Yes,rck
Car32_Cup12x95.rck,tube_rack,12x95,Hamilton,32,32,1,n/a,6605.0,93.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_12x95.ctr,Car32_Cup12x95.rck,,,,ML_STAR,ML_STAR/Car32_Cup12x95.rck,2,Yes,rck
Car32_Cup13x100.rck,tube_rack,13x100,Hamilton,32,32,1,n/a,8482.9,98.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_13x100.ctr,Car32_Cup13x100.rck,,,,ML_STAR,ML_STAR/Car32_Cup13x100.rck,2,Yes,rck
Car32_Cup13x75.rck,tube_rack,13x75,Hamilton,32,32,1,n/a,6297.1,73.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_13x75.ctr,Car32_Cup13x75.rck,,,,ML_STAR,ML_STAR/Car32_Cup13x75.rck,2,Yes,rck
Car32_Cup13x95.rck,tube_rack,13x95,Hamilton,32,32,1,n/a,8045.8,93.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_13x95.ctr,Car32_Cup13x95.rck,,,,ML_STAR,ML_STAR/Car32_Cup13x95.rck,2,Yes,rck
Cup_10x45.rck,tube_rack,single_tube,Hamilton,1,1,1,n/a,2236.4,44.0,v-bottom,round,9.8,9.3,0.0,0.0,8.4,8.4,50.0,0.0,No,Yes,ml_star\\cup_10x45.ctr,Cup_10x45.rck,,,,ML_STAR,ML_STAR/Reagent/Cup_10x45.rck,2,Yes,rck
Eppendorf32x2ml.rck,tube_rack,,Hamilton,32,0,0,n/a,2226.6,38.0,round,round,9.0,9.0,0.0,0.0,127.0,86.0,36.0,0.0,No,Yes,Nimbus\\Channels\\eppendorf2.0.ctr,32 position 2.0ml eppendorf rack,32 position eppendorf rack for use with Nimbus NTR pedestal,,,Nimbus,Nimbus/Channels/Eppendorf32x2ml.rck,3,Yes,rck
MultiTubeAdapter_8x5ml_24x1_5.rck,tube_rack,,Hamilton,32,0,0,n/a,6029.2,42.5,v-bottom,round,14.0,14.0,0.0,0.0,127.0,86.0,34.0,0.0,No,Yes,Nimbus\\Channels\\starstat5.0.ctr,multi tube adapter rack with tubes,multi tube adapter rack with tubes for use with Nimbus NTR pedestal,,,Nimbus,Nimbus/Channels/MultiTubeAdapter_8x5ml_24x1_5.rck,3,Yes,rck
Rack - Tube Module Mixed.rck,tube_rack,,Hamilton,24,0,0,n/a,7895.6,53.0,flat,round,14.3,14.3,9.0,9.0,127.0,86.0,62.0,0.0,No,Yes,ML_STAR\\MFXCreation\\Container - ABI Tube 5ml.ctr,MFX_ABI_EPPENDORF_TUBE_MODUL,Tube Module with eight positions for 5 ml tubes and 16 positions for ABI 2 ml tubes,,,ML_STAR,ML_STAR/MFXCreation/Rack - Tube Module Mixed.rck,3,Yes,rck
Rack - Tube Module.rck,tube_rack,,Hamilton,24,0,0,n/a,1885.0,32.0,v-bottom,round,10.0,10.0,9.0,9.0,127.0,86.0,49.0,0.0,No,Yes,ML_STAR\\MFXCreation\\Container - Eppendorf Tube 1.5ml.ctr,Rack - Tube Module.rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - Tube Module.rck,3,Yes,rck
SMP_CAR_12_29x115_A00.rck,tube_rack,29x115,Hamilton,12,12,1,n/a,60425.2,113.0,flat,round,27.3,27.3,0.0,36.5,45.0,497.0,140.0,0.0,No,No,ML_STAR\\Cup_29x115.ctr,SMP_CAR_12_29x115_A00,Sample carrier with 12 positions with preloaded 29x115 mm tubes,147,12 positions,ML_STAR,ML_STAR/SMP_CAR_12_29x115_A00.rck,2,Yes,rck
SMP_CAR_12_A00.rck,tube_rack,,Hamilton,12,12,1,n/a,0.0,0.0,,,0.0,0.0,0.0,36.5,45.0,497.0,140.0,0.0,No,No,,SMP_CAR_12_A00,Sample carrier with 12 empty positions,,,ML_STAR,ML_STAR/SMP_CAR_12_A00.rck,2,Yes,rck
SMP_CAR_16_25x90_A00.rck,tube_rack,25x90,Hamilton,16,16,1,n/a,33468.1,90.0,flat,round,22.6,22.6,0.0,30.0,45.0,497.0,110.0,0.0,No,Yes,ml_star\\cup_25x90.ctr,SMP_CAR_16_25x90_A00,Sample carrier with 16 positions with preloaded 25x90 mm tubes [revision 00],148,16 positions,ML_STAR,ML_STAR/SMP_CAR_16_25x90_A00.rck,2,Yes,rck
SMP_CAR_16_25x90_A01.rck,tube_rack,25x90,Hamilton,16,16,1,n/a,33468.1,90.0,flat,round,22.6,22.6,0.0,30.0,45.0,497.0,110.0,0.0,No,Yes,ml_star\\cup_25x90.ctr,SMP_CAR_16_25x90_A01,Sample carrier with 16 positions with preloaded 25x90 mm tubes [revision 01],148,16 positions,ML_STAR,ML_STAR/SMP_CAR_16_25x90_A01.rck,2,Yes,rck
SMP_CAR_16_A00.rck,tube_rack,,Hamilton,16,16,1,n/a,0.0,0.0,,,0.0,0.0,0.0,30.0,45.0,497.0,110.0,0.0,No,No,,SMP_CAR_16_A00,Sample carrier with 16 empty positions [revision 00],,,ML_STAR,ML_STAR/SMP_CAR_16_A00.rck,2,Yes,rck
SMP_CAR_24C12_15x100_A00.rck,tube_rack,15x100,Hamilton,20,20,1,n/a,12428.3,98.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_15x100.ctr,SMP_CAR_24C12_15x100_A00,Sample carrier with 20 positions with preloaded 15x100 mm tubes for 12 channel instruments [revision 00],177,20 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_24C12_15x100_A00.rck,2,Yes,rck
SMP_CAR_24C12_15x75_A00.rck,tube_rack,15x75,Hamilton,20,20,1,n/a,9209.7,73.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_15x75.ctr,SMP_CAR_24C12_15x75_A00,Sample carrier with 20 positions with preloaded 15x75 mm tubes for 12 channel instruments [revision 00],177,20 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_24C12_15x75_A00.rck,2,Yes,rck
SMP_CAR_24C12_15x95_A00.rck,tube_rack,15x95,Hamilton,20,20,1,n/a,11784.6,93.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_15x95.ctr,SMP_CAR_24C12_15x95_A00,Sample carrier with 20 positions with preloaded 15x95 mm tubes for 12 channel instruments [revision 00],177,20 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_24C12_15x95_A00.rck,2,Yes,rck
SMP_CAR_24C12_17x100_A00.rck,tube_rack,17x100,Hamilton,20,20,1,n/a,15046.0,98.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_17x100.ctr,SMP_CAR_24C12_17x100_A00,Sample carrier with 20 positions with preloaded 17x100 mm tubes for 12 channel instruments [revision 00],177,20 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_24C12_17x100_A00.rck,2,Yes,rck
SMP_CAR_24C12_17x75_A00.rck,tube_rack,17x75,Hamilton,20,20,1,n/a,11142.1,73.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_17x75.ctr,SMP_CAR_24C12_17x75_A00,Sample carrier with 20 positions with preloaded 17x75 mm tubes for 12 channel instruments [revision 00],177,20 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_24C12_17x75_A00.rck,2,Yes,rck
SMP_CAR_24C12_17x95_A00.rck,tube_rack,17x95,Hamilton,20,20,1,n/a,14265.2,93.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_17x95.ctr,SMP_CAR_24C12_17x95_A00,Sample carrier with 20 positions with preloaded 17x95 mm tubes for 12 channel instruments [revision 00],177,20 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_24C12_17x95_A00.rck,2,Yes,rck
SMP_CAR_24C12_A00.rck,tube_rack,,Hamilton,20,20,1,n/a,0.0,0.0,,,0.0,0.0,0.0,20.0,22.5,497.0,140.0,0.0,No,No,,SMP_CAR_24C12_A00,Sample carrier with 20 empty positions for 12 channel instruments [revision 00],,,ML_STAR,ML_STAR/SMP_CAR_24C12_A00.rck,2,Yes,rck
SMP_CAR_24_15x100_A00.rck,tube_rack,15x100,Hamilton,24,24,1,n/a,12428.3,98.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_15x100.ctr,SMP_CAR_24_15x100_A00,Sample carrier with 24 positions with preloaded 15x100 mm tubes [revision 00],149,24 positions,ML_STAR,ML_STAR/SMP_CAR_24_15x100_A00.rck,2,Yes,rck
SMP_CAR_24_15x75_A00.rck,tube_rack,15x75,Hamilton,24,24,1,n/a,9209.7,73.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_15x75.ctr,SMP_CAR_24_15x75_A00,Sample carrier with 24 positions with preloaded 15x75 mm tubes [revision 00],149,24 positions,ML_STAR,ML_STAR/SMP_CAR_24_15x75_A00.rck,2,Yes,rck
SMP_CAR_24_15x95_A00.rck,tube_rack,15x95,Hamilton,24,24,1,n/a,11784.6,93.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_15x95.ctr,SMP_CAR_24_15x95_A00,Sample carrier with 24 positions with preloaded 15x95 mm tubes [revision 00],149,24 positions,ML_STAR,ML_STAR/SMP_CAR_24_15x95_A00.rck,2,Yes,rck
SMP_CAR_24_17x100_A00.rck,tube_rack,17x100,Hamilton,24,24,1,n/a,15046.0,98.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_17x100.ctr,SMP_CAR_24_17x100_A00,Sample carrier with 24 positions with preloaded 17x100 mm tubes [revision 00],149,24 positions,ML_STAR,ML_STAR/SMP_CAR_24_17x100_A00.rck,2,Yes,rck
SMP_CAR_24_17x75_A00.rck,tube_rack,17x75,Hamilton,24,24,1,n/a,11142.1,73.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_17x75.ctr,SMP_CAR_24_17x75_A00,Sample carrier with 24 positions with preloaded 17x75 mm tubes [revision 00],149,24 positions,ML_STAR,ML_STAR/SMP_CAR_24_17x75_A00.rck,2,Yes,rck
SMP_CAR_24_17x95_A00.rck,tube_rack,17x95,Hamilton,24,24,1,n/a,14265.2,93.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_17x95.ctr,SMP_CAR_24_17x95_A00,Sample carrier with 24 positions with preloaded 17x95 mm tubes [revision 00],149,24 positions,ML_STAR,ML_STAR/SMP_CAR_24_17x95_A00.rck,2,Yes,rck
SMP_CAR_32C12_12x100_A00.rck,tube_rack,12x100,Hamilton,24,24,1,n/a,6963.3,98.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_12x100.ctr,SMP_CAR_32C12_12x100_A00,Sample carrier with 24 positions with preloaded 12x100 mm tubes for 12 channel instruments [revision 00],178,24 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_32C12_12x100_A00.rck,2,Yes,rck
SMP_CAR_32C12_12x75_A00.rck,tube_rack,12x75,Hamilton,24,24,1,n/a,5172.1,73.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_12x75.ctr,SMP_CAR_32C12_12x75_A00,Sample carrier with 24 positions with preloaded 12x75 mm tubes for 12 channel instruments [revision 00],178,24 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_32C12_12x75_A00.rck,2,Yes,rck
SMP_CAR_32C12_12x95_A00.rck,tube_rack,12x95,Hamilton,24,24,1,n/a,6605.0,93.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_12x95.ctr,SMP_CAR_32C12_12x95_A00,Sample carrier with 24 positions with preloaded 12x95 mm tubes for 12 channel instruments [revision 00],178,24 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_32C12_12x95_A00.rck,2,Yes,rck
SMP_CAR_32C12_13x100_A00.rck,tube_rack,13x100,Hamilton,24,24,1,n/a,8482.9,98.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_13x100.ctr,SMP_CAR_32C12_13x100_A00,Sample carrier with 24 positions with preloaded 13x100 mm tubes for 12 channel instruments [revision 00],178,24 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_32C12_13x100_A00.rck,2,Yes,rck
SMP_CAR_32C12_13x75_A00.rck,tube_rack,13x75,Hamilton,24,24,1,n/a,6297.1,73.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_13x75.ctr,SMP_CAR_32C12_13x75_A00,Sample carrier with 24 positions with preloaded 13x75 mm tubes for 12 channel instruments [revision 00],178,24 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_32C12_13x75_A00.rck,2,Yes,rck
SMP_CAR_32C12_13x95_A00.rck,tube_rack,13x95,Hamilton,24,24,1,n/a,8045.8,93.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_13x95.ctr,SMP_CAR_32C12_13x95_A00,Sample carrier with 24 positions with preloaded 13x95 mm tubes for 12 channel instruments [revision 00],178,24 positions (for 12 channel instr.),ML_STAR,ML_STAR/SMP_CAR_32C12_13x95_A00.rck,2,Yes,rck
SMP_CAR_32C12_A00.rck,tube_rack,,Hamilton,24,24,1,n/a,0.0,0.0,,,0.0,0.0,0.0,15.0,22.5,497.0,140.0,0.0,No,No,,SMP_CAR_32C12_A00,Sample carrier with 24 empty positions for 12 channel instruments [revision 00],,,ML_STAR,ML_STAR/SMP_CAR_32C12_A00.rck,2,Yes,rck
SMP_CAR_32_12x100_A00.rck,tube_rack,12x100,Hamilton,32,32,1,n/a,6963.3,98.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_12x100.ctr,SMP_CAR_32_12x100_A00,Sample carrier with 32 positions with preloaded 12x100 mm tubes [revision 00],150,32 positions,ML_STAR,ML_STAR/SMP_CAR_32_12x100_A00.rck,2,Yes,rck
SMP_CAR_32_12x75_A00.rck,tube_rack,12x75,Hamilton,32,32,1,n/a,5172.1,73.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_12x75.ctr,SMP_CAR_32_12x75_A00,Sample carrier with 32 positions with preloaded 12x75 mm tubes [revision 00],150,32 positions,ML_STAR,ML_STAR/SMP_CAR_32_12x75_A00.rck,2,Yes,rck
SMP_CAR_32_12x95_A00.rck,tube_rack,12x95,Hamilton,32,32,1,n/a,6605.0,93.9,round,oval,9.8,9.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_12x95.ctr,SMP_CAR_32_12x95_A00,Sample carrier with 32 positions with preloaded 12x95 mm tubes [revision 00],150,32 positions,ML_STAR,ML_STAR/SMP_CAR_32_12x95_A00.rck,2,Yes,rck
SMP_CAR_32_13x100_A00.rck,tube_rack,13x100,Hamilton,32,32,1,n/a,8482.9,98.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_13x100.ctr,SMP_CAR_32_13x100_A00,Sample carrier with 32 positions with preloaded 13x100 mm tubes [revision 00],150,32 positions,ML_STAR,ML_STAR/SMP_CAR_32_13x100_A00.rck,2,Yes,rck
SMP_CAR_32_13x75_A00.rck,tube_rack,13x75,Hamilton,32,32,1,n/a,6297.1,73.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_13x75.ctr,SMP_CAR_32_13x75_A00,Sample carrier with 32 positions with preloaded 13x75 mm tubes [revision 00],150,32 positions,ML_STAR,ML_STAR/SMP_CAR_32_13x75_A00.rck,2,Yes,rck
SMP_CAR_32_13x95_A00.rck,tube_rack,13x95,Hamilton,32,32,1,n/a,8045.8,93.9,round,oval,10.8,10.3,0.0,15.0,22.5,497.0,140.0,0.0,No,Yes,ML_STAR\\cup_13x95.ctr,SMP_CAR_32_13x95_A00,Sample carrier with 32 positions with preloaded 13x95 mm tubes [revision 00],150,32 positions,ML_STAR,ML_STAR/SMP_CAR_32_13x95_A00.rck,2,Yes,rck
SMP_CAR_32_EPIL_A00.rck,tube_rack,eppendorf,Hamilton,32,32,1,n/a,1885.0,32.0,v-bottom,round,10.0,10.0,0.0,15.0,22.5,497.0,140.0,0.0,No,No,ml_star\\epil.ctr,SMP_CAR_32_EPIL_A00,Sample carrier with 32 positions with preloaded 1.5ml Eppendorf Cups [revision 00],150,32 positions,ML_STAR,ML_STAR/SMP_CAR_32_EPIL_A00.rck,2,Yes,rck
SMP_CAR_32_EPIS_A00.rck,tube_rack,eppendorf,Hamilton,32,32,1,n/a,556.1,29.0,v-bottom,round,6.0,6.0,0.0,15.0,22.5,497.0,140.0,0.0,No,No,ml_star\\epis.ctr,SMP_CAR_32_EPIS_A00,Sample carrier with 32 positions with preloaded 0.5ml Eppendorf Cups [revision 00],150,32 positions,ML_STAR,ML_STAR/SMP_CAR_32_EPIS_A00.rck,2,Yes,rck
Vial17x38_with_Insert_A00.rck,tube_rack,single_tube,Hamilton,1,1,1,n/a,4921.8,29.0,flat,round,14.7,14.7,0.0,0.0,25.5,25.5,65.0,0.0,No,Yes,ml_star\\vial_17x38_a00.ctr,Vial17x38_with_Insert_A00.rck,,,,ML_STAR,ML_STAR/Vial17x38_with_Insert_A00.rck,2,Yes,rck
Vial22x60_without_Insert_A00.rck,tube_rack,single_tube,Hamilton,1,1,1,n/a,14932.4,50.0,flat,round,19.5,19.5,0.0,0.0,25.5,25.5,65.0,0.0,No,Yes,ml_star\\vial_22x60_a00.ctr,Vial22x60_without_Insert_A00.rck,,,,ML_STAR,ML_STAR/Vial22x60_without_Insert_A00.rck,2,Yes,rck
AutoLysCapWaste.rck,waste,,Hamilton,8,8,1,n/a,3262.2,29.715,v-bottom,oval,12.6,12.5,18.0,27.0,150.0,220.0,32.6,0.0,No,Yes,ml_star\\autolys\\autolystube_a00.ctr,AutoLys Cap Waste Rack,Waste definition for AutoLys Cap (fits to standard tip waste),20010,ML STAR AutoLys,ML_STAR,ML_STAR/AutoLys/AutoLysCapWaste.rck,2,Yes,rck
AutoLysInnerTubeWaste.rck,waste,,Hamilton,8,8,1,n/a,3262.2,29.715,v-bottom,oval,12.6,12.5,18.0,27.0,150.0,220.0,32.6,0.0,No,Yes,ml_star\\autolys\\autolystube_a00.ctr,AutoLys Inner Tube Waste Rack,Waste definition for AutoLys Inner Tube (fits to standard tip waste),20010,ML STAR AutoLys,ML_STAR,ML_STAR/AutoLys/AutoLysInnerTubeWaste.rck,2,Yes,rck
AutoLysTubeWaste.rck,waste,,Hamilton,8,8,1,n/a,3262.2,29.715,v-bottom,oval,12.6,12.5,18.0,27.0,150.0,220.0,32.6,0.0,No,Yes,ml_star\\autolys\\autolystube_a00.ctr,AutoLys Tube Waste Rack,Waste definition for AutoLys Tube (fits to standard tip waste),20010,ML STAR AutoLys,ML_STAR,ML_STAR/AutoLys/AutoLysTubeWaste.rck,2,Yes,rck
CORE96Waste.rck,waste,,Hamilton,96,8,12,n/a,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,55.0,16.0,No,No,"Nimbus\\96Head, 1ml\\waste.ctr",Tip Waste,Tip Drop Off location for Waste,,,Nimbus,"Nimbus/96Head, 1ml/CORE96Waste.rck",2,Yes,rck
CORE96Waste.rck,waste,,Hamilton,96,8,12,n/a,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,55.0,16.0,No,No,Nimbus\\96Head\\waste.ctr,Tip Waste,,,,Nimbus,"Nimbus/96Head, 300uL/CORE96Waste.rck",2,Yes,rck
COREGripTool_AtWaste_1000ul.rck,waste,,Hamilton,2,2,1,n/a,1742.6,30.0,flat,round,8.6,8.6,0.0,26.0,45.1,45.1,24.0,0.0,No,No,ML_STAR\\CO-RE-Grip\\coregriptool_atwaste_1000ul.ctr,COREGripTool AtWaste 1000ul,,169,ML STAR Tools,ML_STAR,ML_STAR/CO-RE-Grip/COREGripTool_AtWaste_1000ul.rck,2,Yes,rck
COREGripTool_OnWasteBlock.rck,waste,,Hamilton,2,2,1,n/a,1742.6,30.0,flat,round,8.6,8.6,0.0,26.0,45.0,45.0,24.0,0.0,No,No,ml_star\\co-re-grip\\coregriptool.ctr,COREGripTool_OnWasteBlock.rck,,,,ML_STAR,ML_STAR/CO-RE-Grip/COREGripTool_OnWasteBlock.rck,2,Yes,rck
COREGripTool_OnWaste_1000ul.rck,waste,,Hamilton,2,0,0,n/a,1742.6,30.0,flat,round,8.6,8.6,0.0,0.0,39.0,61.0,24.0,0.0,No,No,ML_STAR\\CO-RE-Grip\\coregriptool_onwaste_1000ul.ctr,COREGripTool OnWaste 1000ul,,169,ML STAR Tools,ML_STAR,ML_STAR/CO-RE-Grip/COREGripTool_OnWaste_1000ul.rck,3,Yes,rck
COREGripTool_OnWaste_5ml.rck,waste,,Hamilton,2,0,0,n/a,1684.6,29.0,flat,round,8.6,8.6,0.0,0.0,39.0,61.0,24.0,0.0,No,No,ML_STAR\\CO-RE-Grip\\coregriptool_onwaste_5ml.ctr,COREGripTool OnWaste 5ml,,169,ML STAR Tools,ML_STAR,ML_STAR/CO-RE-Grip/COREGripTool_OnWaste_5ml.rck,3,Yes,rck
COREPaddlesOnLongWaste.rck,waste,,Hamilton,2,2,1,n/a,1742.6,30.0,flat,round,8.6,8.6,0.0,29.21,8.6,37.81,30.0,0.0,No,No,Nimbus\\Channels\\coregriptool.ctr,"CORE Paddles on High Density Waste, 1ml",CORE Paddles for 1ml Channels on a High Density Waste,30008,Nimbus CORE-Tools,Nimbus,Nimbus/Channels/COREPaddlesOnLongWaste.rck,2,Yes,rck
COREPaddlesOnSplitWaste.rck,waste,,Hamilton,2,2,1,n/a,1742.6,30.0,flat,round,8.6,8.6,0.0,105.81,8.6,114.41,30.0,0.0,No,No,Nimbus\\Channels\\coregriptool.ctr,"CORE Paddles on MPE Split Waste, 1ml",CORE Paddles for 1ml Channels on a MPE Split Waste,30008,Nimbus CORE-Tools,Nimbus,Nimbus/Channels/COREPaddlesOnSplitWaste.rck,2,Yes,rck
DefaultFrontWaste.rck,waste,,Hamilton,4,4,1,n/a,6660.2,21.2,flat,round,20.0,20.0,18.0,18.0,18.0,72.0,21.2,0.0,No,No,Nimbus\\Channels\\waste.ctr,Nimbus-IC Default Front Waste,,,,Nimbus,Nimbus/Channels/DefaultFrontWaste.rck,2,Yes,rck
DefaultLongWaste.rck,waste,,Hamilton,8,0,0,n/a,6660.2,21.2,flat,round,20.0,20.0,9.0,9.0,18.0,284.395,21.2,0.0,No,No,Nimbus\\Channels\\waste.ctr,Nimbus-IC Default Long Waste,Waste Positions for the High Density Waste Block,,,Nimbus,Nimbus/Channels/DefaultLongWaste.rck,3,Yes,rck
LiquidWaste-HD.rck,waste,,Hamilton,8,8,1,n/a,6660.2,21.2,flat,round,20.0,20.0,8.991,8.991,18.0,80.941,21.2,0.0,No,No,Nimbus\\Channels\\waste.ctr,Nimbus 4 Probe Liquid Waste,,,,Nimbus,Nimbus/Channels/LiquidWaste-HD.rck,2,Yes,rck
Rack - Gravity Waste (Portrait).rck,waste,,Hamilton,96,12,8,n/a,3361.5,41.5,flat,square,9.0,9.0,9.0,9.0,86.0,127.0,115.0,0.0,Yes,Yes,ML_STAR\\MFXCreation\\Container - Gravity Waste.ctr,Rack - Gravity Waste (Portrait).rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - Gravity Waste (Portrait).rck,2,Yes,rck
Rack - Gravity Waste.rck,waste,,Hamilton,96,8,12,n/a,3361.5,41.5,flat,square,9.0,9.0,9.0,9.0,127.0,86.0,115.0,0.0,Yes,Yes,ML_STAR\\MFXCreation\\Container - Gravity Waste.ctr,Rack - Gravity Waste.rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - Gravity Waste.rck,2,Yes,rck
StarPlusdWaste.rck,waste,,Hamilton,16,16,1,n/a,11623.9,37.0,flat,round,20.0,20.0,0.0,12.5,200.0,220.0,33.0,0.0,No,No,ML_STAR\\CORE\\waste.ctr,StarPlusdWaste.rck,,,,ML_STAR,ML_STAR/CORE/StarPlusdWaste.rck,2,Yes,rck
Teaching2Pos1ml_SplitWaste.rck,waste,,Hamilton,2,2,1,n/a,957.9,59.9,flat,round,6.8,6.8,18.0,188.21,18.0,206.21,11.5,0.0,No,Yes,Nimbus\\tip racks\\tip_300ul.ctr,Nimbus iProbe Teaching,Teaching needles (x2) for the iProbe,,,Nimbus,Nimbus/Channels/Teaching2Pos1ml_SplitWaste.rck,2,Yes,rck
VStarWaste_2T.rck,waste,,Hamilton,16,16,1,n/a,0.4,0.01,flat,round,6.8,6.8,0.0,9.0,13.0,148.0,0.01,0.0,No,Yes,ML_STAR\\CORE\\VStarWaste_2T_1000uL_Container.ctr,Drop Waste 16 x 1000uL,,,,ML_STAR,ML_STAR/CORE/VStarWaste_2T.rck,2,Yes,rck
VStarWaste_2T_1000uL_8Pos.rck,waste,,Hamilton,8,8,1,n/a,0.4,0.01,flat,round,6.8,6.8,0.0,9.0,13.0,76.0,0.01,0.0,No,Yes,ML_STAR\\CORE\\VStarWaste_2T_1000uL_Container.ctr,Drop Waste 8 x 1000uL,,,,ML_STAR,ML_STAR/CORE/VStarWaste_2T_1000uL_8Pos.rck,2,Yes,rck
